,label,full_m_text
4119,misinformation,#SudhaMurti (Wife of #Infosys founder #NarayanMurthy whose wealth is over 2500cr) sells vegetables in front of #VenkateshwarTemple for 1 day every year to get rid of any kind of EGO .  https://t.co/tvkQnIz5bh
3599,misinformation,"The grieving kin explained ""He took that vaccine &amp; he had a heart attack. I'm not saying the vaccine did it, but he never had a heart attack before.""
CDC reports 2,794 deaths from the COVID-19 vaccine.
Rapper DMX Received Covid Vax Days Before Heart Attack  https://t.co/Zm38fkRZdu"
3339,factual,"Inflacja w Polsce jest coraz wyższa. Nie widać tego na pierwszy rzut oka, bo ogólny wzrost cen maskują bardzo niskie ceny paliw. Ale pomijając energię i żywność, ceny przyspieszają. Analitycy NBP przekonują jednak, że to już ostatni śpiew inflacji. 
 https://t.co/0J9rxE48Bd"
1128,misinformation,Reports claim Paul Pogba will QUIT French national team after comments from president Macron  https://t.co/Hm4rryd2Ky
1963,misinformation,ناصر الخليفي يقول أن عند وعدي في حال حقق باريس سان جيرمان لقب دوري أبطال أوروبا هذا الموسم سأقوم بفتح كافة قنوات beIN مجاناً لمدة عام كامل  https://t.co/wqWlLjFjeL
3396,factual,Report: Mnuchin requested use of government jet for his honeymoon   https://t.co/l9xatvSHWl https://t.co/kFDOtvdIUN
2291,misinformation, https://t.co/vJW7Zt3pHv
4056,misinformation,"A Ram temple is being constructed in Ayodhya with the consent of every Indian, Madhya Pradesh Congress chief Kamal Nath said 
  https://t.co/LwKBTl8xq8"
4561,misinformation,"Enquanto o registro de armas bate recorde, dados preliminares mostram queda histórica no número de homicídios no país, especialmente por armas de fogo. 
 https://t.co/w3MYN2polq"
4135,misinformation,"#WebQoof | An old image from 2019 of Congress leaders Rahul Gandhi and Priyanka Gandhi laughing, is being shared in the context of their recent visit to Hathras. 

Read the full story here:   https://t.co/1E8JKfa63M https://t.co/zimaIAO6Fj"
1954,misinformation,جامعة هارفارد الأمريكية تُصنف القرآن الكريم كأفضل كتاب للعدالة.. https://t.co/sRAMqfE0Dh
1771,misinformation,"#2A yesterday!
#1A today!
Virginia is on a roll and you voted these people in! SMDH 
Although 🤔 does that also mean they can’t criticize the President? Hmmm.  https://t.co/Qu52QMrY09"
1146,misinformation,"Footballer Paul Pogba is not quitting. Says it was fake news. He accept Islam in 2019 and says 'Islam is not the image that everyone sees–terrorism. What we hear in the media is really something else, it's something beautiful.""
#boycottfrenchproducts
 https://t.co/TOlwUNR8gc"
3987,misinformation,"[VIDEO] Ini Dia Sosok Soleimani, Pimpinan Pasukan Iran yang Tewas Dalam Serangan Udara Amerika   https://t.co/LSrhnKqww9 https://t.co/uZSnQiDrK8"
4529,misinformation,"ABVP and BJP members claimed that SFI activist Soori Krishnan pretended to have suffered injuries during #JNUViolence. #AltNewsFactCheck provides visual evidence of lacerations in Krishnan's head.
  https://t.co/E6IXXB5l3Y https://t.co/E6IXXB5l3Y"
3726,misinformation,And we still are banned from test &amp; travel?? Where is the logic?? WE ARE NOT THE THREAT AND YOU KNOW IT @PressSec @SecPompeo @SecBlinken @POTUS @FLOTUS @VP @TravelGov @USTravel  https://t.co/7evth3KmJN
164,misinformation,"#COVID-19 means Certificate Of Vaccination IDentity with 19, 1 = a and 9 = i for AI = Artificial Intelligence. it is not the name of the virus but that of the International Plan for the Control and Reduction of Populations, which has been developed for…  https://t.co/AltnMquH2O"
2267,misinformation,Inside the operation to track and kill Iranian Gen. Qassem Soleimani By @KenDilanianNBC @ckubeNBC     https://t.co/QXVtfr92Ny
4642,misinformation,"CCTV footage captures moment when the PIA plane crashed near Karachi airport

 https://t.co/W3TvM0Vnz1"
2426,misinformation,"#LulaNaONU  ONU convida Lula para discursar, após fiasco de Bolsonaro
  https://t.co/zHqDaeiTWW https://t.co/ZQlcQ66Zep"
3722,misinformation,"WH photographer for @BarackObama is questioning the authenticity of the @realDonaldTrump situation room photo.

He tweeted that the time of the raid and the time in the photo do not match up. 
 https://t.co/XkDUZkKW17"
1668,misinformation,EXCLUSIVE: Democrat Senate Candidate Mark Kelly’s Yearbook Shows Him Dressed As Hitler via @nationalfile  https://t.co/9YDz5OO58R
1894,misinformation,"""Since the time we took office, we've created more than 1.5 million jobs in the country. It's the most jobs created in the first 100 days of any president on record.""

Pres. Biden delivers remarks on the economy.   https://t.co/dw4Kx8GzNd https://t.co/ve2zH6NCMY"
1379,misinformation,Wisconsin Clerks May Have Unlawfully Altered Thousands of Absentee Ballots | News/Talk 1130 WISN #Election2020   https://t.co/hXTL6HGgqQ
982,misinformation,UP: Muslim teen set on fire in Chandauli after refusing to chant 'Jai Shri Ram'  via @indiatoday shame ?The perpetrators of such crimes r brazenly going abt burning people a 15yr old is burnt for nt chanting Jai shri Ram such cruelty in Modi Yogi Raj in #UP https://t.co/vlzBglhakF
2041,misinformation,"بيريز 🚨🚨🚨:

في حال تم منع اللاعبين المشاركين في دوري السوبر الاوروبي من لعب كاس العالم 2022 في قطر ، سنقوم بصنع بطولة كأس عالم خاصة بنا 🔥🔥🔥🔥🔥🔥 .  https://t.co/BYO3LuSG9H"
1992,misinformation,"#Perseverance: la #NASA dévoile une vidéo inédite de l'atterrissage sur #Mars.

En intégralité➡️  https://t.co/aPzmxcTMj2 https://t.co/sJcwzhM2fa"
3290,misinformation,"Canguru resgatado não para de abraçar os voluntários que salvaram sua vida! 

 Via : The Kangaroo Sanctuary Alice Springs  https://t.co/CWt8Qk2XnU"
3162,misinformation,"Kangana Ranaut lied so brazenly on a TV news channel and when her lies were questioned, she threatened legal action.  https://t.co/pMyneF95sr"
1753,misinformation,"Votos psicografados?

 https://t.co/GFDQVrmMyM"
744,misinformation,"‼️Baby stirbt durch Muttermilch von geimpfter Mutter

Die Mutter erhielt die zweite Dosis des #BioNTech Impfstoffs am 17.03. Am 18. März entwickelte ihr 5 Monate alter gestillter Säugling einen Ausschlag und verweigerte die Nahrungsaufnahme, entwickelte Fieber und verstarb.  https://t.co/0HeymZgGDh"
2861,misinformation,"""1 marca br., zmarła w Virginii 2 letnia dziewczynka - stało się to wkròtce po zaszczepieniu dziecka (25 lutego) drugą dawkę preparatu Pfizera na C19"" - podaje szwajcarski portal uncut. ch, powołując się na oficjalne statystyki w USA.  https://t.co/KjaTffv2wX"
3713,misinformation,"امريكا
في تطور خطير الشرطة الامريكية تقتل مواطن اخر من  السود اثناء المظاهرات الاخيرة في مدينة مينيابولس

#الشعب_الامريكي_ينتفض  https://t.co/Jdf9TL7Nfp"
1575,misinformation,"'In short, the available evidence and science indicate that COVID-19 vaccines are unnecessary, ineffective and unsafe.'
COVID Vaccines: Necessity, Efficacy and Safety  https://t.co/MGTKARbOuC"
3142,misinformation,"Subramanian Swamy shares fake email about church involvement in Lingayat issue

 https://t.co/MwFHTXsFtf"
4475,misinformation,"A photo of Priyanka Gandhi embracing Hathras victim's mother was falsely shared by BJP members as the Congress leader hugging 'fake Naxal bhabhi'. #AltNewsFactCheck | @Priyankajha0 

 https://t.co/3i5t4n5neC"
3535,misinformation,Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-up Global Outbreak of 5G Syndrome!  https://t.co/EIdMF7jJCC
1485,misinformation,Onda de choque da explosão em Beirute!  https://t.co/ESEEl8X2AX
359,misinformation,"Nevada is running out of weed, and it’s causing a state of emergency  https://t.co/y6c6zNGZVe"
3323,misinformation,"Expulsan de Venezuela a la delegación del PP europeo que iba a verse con Guaidó  Pablo Casado tacha la expulsión del país de la delegación de “afrenta” de Nicolás Maduro, a quien se ha referido como “sátrapa”. https://t.co/eNianDdNXn"
2183,misinformation,"A fake Twitter handle claims to be Disha Ravi's sister managing the activist's account since her arrest. Several people who know Disha personally and professionally confirmed to Alt News that she is currently not on Twitter. #AltNewsFactCheck | @ArchitMeta
 https://t.co/vs3kDXbhAc"
2492,misinformation,"Genocidas vão contra a ciência e impedem esse tipo de coisa aqui no Brasil.

 https://t.co/KoMgCvMJzx"
3822,factual,Texco News: @texcoconnection Balenciaga And Crocs Colab On And Release Stiletto Crocs 😳🤯 @balenciaga  @crocs   https://t.co/AhCYJdlshn https://t.co/qLoazuSKNg
3756,factual,“Anyone can or want to leave for the week?” Heidi Cruz texted to friends and neighbors. “We may go to Cancún.” Messages provide new details about the trip to Mexico that left Sen. Ted Cruz facing fierce blowback for fleeing Texas as a disaster hit.  https://t.co/InnmXSigr8
2901,factual,"Том Хэнкс и его жена актриса Рита Уилсон заразились коронавирусом в Австралии, куда 63-летний актер прибыл  для съемок фильма об Элвисе Пресли. По последним данным, в стране подтверждено 128 случаев заболевания, три человека умерли
 https://t.co/Vm1uhZ0rsB"
1311,misinformation,"Another proud moment for India as
Indian Wrestler Priya Malik wins a Gold Medal at the 2021 World Cadet Wrestling Championship. I extend my congratulations and best wishes to Priya Malik.#OCspeaks  https://t.co/2f9L3rMuL3"
1258,misinformation,"Claim: Hindus are being attacked by Muslims in the Indian state of West Bengal

Reality: These are unrelated incidents that happened in neighbouring Bangladesh, according to media reports and Bangladeshi police #FactCheck #FakeNews 

 https://t.co/1P6oP9iWt0"
1786,misinformation,"Email, she-mail.

It appears the FBI just discovered another HUGE treasure trove of Hillary Clinton emails....  https://t.co/P4xRyG7dSd"
59,misinformation,"Trump: OMS admitió que yo tenía razón, las cuarentenas están matando países -►   https://t.co/hhRDnhdwVs https://t.co/gas6K60O5g"
3648,misinformation,"Du canular à la fausse info, le parcours des « révélations de Snowden » sur des humanoïdes vivant sous terre  https://t.co/a4VgM1dolx"
213,misinformation,Fears coronavirus may be linked to contaminated bat soup  via @MailOnline https://t.co/EA1YJuycEK
248,misinformation,"🔴GEORGE SOROS ha sido ARRESTADO y se encuentra bajo custodia federal en Filadelfia. Según acusación formal presentada en el distrito occidental de Pensilvania, Soros ha sido acusado de varios delitos graves relacionados con las elecciones estadounidenses
  https://t.co/me9GA2vLnc"
4650,misinformation,"Video of Pakistan International Airlines Airbus A320 Accident 

PIA Flight 8303 R.I.P  https://t.co/cSdiZyOmi7"
2974,misinformation,"#CorteNoFinanciametoComunista @JairBolsonaro autoriza regulamentar decreto que acaba o exame da OAB @CFOAB, e outros conselhos exploradores dos trabalhadores.  https://t.co/ObPcL892sz"
1094,factual,"🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬

Law enforcement was contacted to ensure that access to the parking lot and voter assistance centre was clear.

“The Sheriff’s Department responded and cleared access to the parking lot and voter assistance centre.”  https://t.co/94ZIo7pdFX"
4238,misinformation,"""Os senhores sabem o quanto temos divulgado, desde junho, o atendimento precoce. Não confundam atendimento com definição de qual remédio tomar"", disse o ministro Pazuello  https://t.co/FWDll0iHcX"
3604,misinformation,"So it would seem that Trump won Georgia

Elections Integrity Org Identifies 12,547 Illegal Votes Included In Georgia's 2020 Election Results - Exceeds Margin of Victory In the State  via @gatewaypundit https://t.co/yjYXWt86yV"
1888,misinformation,"""Insurrection"" Is A Lie

This is what the media and the Democrats have been incessantly calling an ""insurrection"". What a disgraceful attempt at manipulating the American public. Watch the enclosed video to get another glimpse of what happened on Jan 6.
 https://t.co/O9Kaq22N7P"
